2016年03月26日,,,
,,,Machico､高柳知葉､大橋彩香､木村千咲､前田玲奈､首藤志奈､鈴木みのり､小倉唯､伊藤彩沙､芹澤優､他出演キャスト全員
2019年04月14日,,,
,ぱかラジッ！ ～ウマ娘広報部～ 公開録音 平成最後のプレシャスプリティーパーティー 1部@Yokohama LANDMARK HALL(神奈川・横浜西区),,
,,M01.Make debut!,
,,,和氣あず未､高野麻里佳､Machico､香坂さき､首藤志奈､新田ひより
,,M02.わたしの印は大本命◎,
,,,和氣あず未
,,M03.恋はダービー☆,
,,,Machico
,,M04.七色の景色,
,,,高野麻里佳
,,M05.Lucky Comes True!,
,,,新田ひより
,,M06.今日もウララかケセラセラ！,
,,,首藤志奈
,,M07.素顔のココロ,
,,,香坂さき
,,M08.ありがとう、神様,
,,,和氣あず未
,,M09.うまぴょい伝説,
,,,和氣あず未､高野麻里佳､Machico､香坂さき､首藤志奈､新田ひより
,ぱかラジッ！ ～ウマ娘広報部～ 公開録音 平成最後のプレシャスプリティーパーティー 2部@Yokohama LANDMARK HALL(神奈川・横浜西区),,
,,M01.Make debut!,
,,,和氣あず未､高野麻里佳､Machico､高柳知葉､上田瞳､木村千咲
,,M02.七色の景色,
,,,高野麻里佳
,,M03.わたしの印は大本命◎,
,,,和氣あず未
,,M04.恋はダービー☆,
,,,Machico
,,M05.ぱかチューブっ！ですが、何か？,
,,,Machico､上田瞳
,,M06.unbreakable,
,,,高柳知葉
,,M07.Rising Girl,
,,,木村千咲
,,M08.Silent Star,
,,,高野麻里佳
,,M09.うまぴょい伝説,
,,,和氣あず未､高野麻里佳､Machico､高柳知葉､上田瞳､木村千咲
2021年01月16日,,,
,「ウマ娘 プリティーダービー」出張版 ぱかライブTV Vol.3@ヒューリックホール東京(東京・千代田区)【声出し禁止】,,
,,M01.ユメヲカケル！,
,,,和氣あず未､高野麻里佳､Machico､上田瞳､大橋彩香､木村千咲､大西沙織
,,M02.木漏れ日のエール,
,,,Machico､大西沙織
,,M03.Make debut!,
,,,和氣あず未､高野麻里佳､Machico､上田瞳､大橋彩香､木村千咲､大西沙織
,,M04.うまぴょい伝説,
,,,和氣あず未､高野麻里佳､Machico､上田瞳､大橋彩香､木村千咲､大西沙織
2021年04月04日,,,
,『ウマ娘 プリティーダービー』WINNING LIVE 01 発売記念配信イベント@オンライン生配信(東京・特別区)【無観客】,,
,,M01.winning the soul,
,,,和氣あず未､Machico､上田瞳､木村千咲､新田ひより､佐伯伊織
,,M02.うまぴょい伝説,
,,,和氣あず未､Machico､上田瞳､木村千咲､新田ひより､佐伯伊織
,TVアニメ『ウマ娘 プリティーダービー Season 2』ANIMATION DERBY Season 2 vol.1&vol2配信イベント@オンライン生配信(東京・特別区)【無観客】,,
,,M01.木漏れ日のエール,
,,,Machico､前田佳織里
,,M02.ユメヲカケル！,
,,,和氣あず未､Machico､上田瞳､木村千咲､近藤唯､前田佳織里
2021年07月11日,,,
,ウマ娘 プリティーダービー Twinkle Holiday@江戸川区総合文化センター大ホール(東京・江戸川区)【声出し禁止】,,
,,M01.ユメヲカケル！,
